fecha,temperature_2m,surface_pressure,relative_humidity_2m
2014-12-08,23.0,1008.1,76
2014-12-09,23.5,1007.3,75
2014-12-10,23.1,1008.8,84
2014-12-11,24.0,1011.6,77
2014-12-12,24.5,1010.1,76
2014-12-13,24.6,1006.7,79
2014-12-14,27.1,1004.7,68
2014-12-15,23.1,1009.5,84
2014-12-16,22.6,1012.0,91
2014-12-17,23.7,1011.8,73
2014-12-18,23.0,1010.6,71
2014-12-19,22.9,1009.9,81
2014-12-20,24.2,1010.9,75
2014-12-21,27.9,1010.2,59
2014-12-22,24.4,1009.7,71
2014-12-23,24.7,1010.0,77
2014-12-24,25.2,1011.3,67
2014-12-25,24.0,1012.3,75
2014-12-26,24.0,1011.6,78
2014-12-27,23.7,1013.0,78
2014-12-28,26.3,1010.1,63
2014-12-29,24.4,1012.2,73
2014-12-30,24.2,1013.0,84
2014-12-31,24.5,1012.8,82
2015-01-01,24.6,1013.9,73
2015-01-02,24.6,1015.3,75
2015-01-03,24.2,1015.6,75
2015-01-04,29.3,1013.7,50
2015-01-05,24.4,1015.5,69
2015-01-06,23.4,1014.0,79
2015-01-07,24.3,1011.3,71
2015-01-08,23.5,1012.3,77
2015-01-09,23.6,1013.4,76
2015-01-10,24.0,1013.9,78
2015-01-11,28.3,1011.9,59
2015-01-12,23.8,1012.7,79
2015-01-13,24.8,1011.3,70
2015-01-14,24.1,1010.1,84
2015-01-15,24.2,1010.2,85
2015-01-16,24.8,1009.5,84
2015-01-17,24.6,1010.6,75
2015-01-18,28.2,1009.2,59
2015-01-19,24.5,1010.0,71
2015-01-20,24.4,1009.6,71
2015-01-21,24.6,1009.8,73
2015-01-22,24.4,1011.8,72
2015-01-23,25.0,1009.9,72
2015-01-24,24.3,1010.0,81
2015-01-25,28.2,1008.5,63
2015-01-26,24.2,1009.3,78
2015-01-27,23.9,1009.7,87
2015-01-28,24.1,1009.4,79
2015-01-29,22.1,1010.6,82
2015-01-30,22.7,1010.0,83
2015-01-31,21.7,1011.0,92
2015-02-01,25.3,1011.6,71
2015-02-02,24.5,1012.1,75
2015-02-03,24.3,1011.8,85
2015-02-04,24.4,1009.8,75
2015-02-05,24.2,1009.4,80
2015-02-06,24.6,1008.7,77
2015-02-07,22.4,1009.7,90
2015-02-08,27.6,1008.9,59
2015-02-09,23.6,1006.5,86
2015-02-10,24.0,1003.6,82
2015-02-11,24.2,1006.8,76
2015-02-12,24.6,1009.6,64
2015-02-13,24.0,1010.6,84
2015-02-14,24.0,1011.0,80
2015-02-15,28.4,1009.8,53
2015-02-16,23.6,1012.3,64
2015-02-17,25.0,1011.6,76
2015-02-18,24.8,1010.2,80
2015-02-19,25.7,1009.2,72
2015-02-20,22.0,1011.9,93
2015-02-21,22.9,1013.3,84
2015-02-22,28.0,1011.3,61
2015-02-23,24.8,1010.7,70
2015-02-24,24.8,1010.3,75
2015-02-25,24.4,1010.5,79
2015-02-26,24.3,1011.2,78
2015-02-27,24.8,1011.4,70
2015-02-28,24.2,1013.5,77
2015-03-01,29.5,1012.6,45
2015-03-02,23.4,1011.9,75
2015-03-03,23.7,1011.5,72
2015-03-04,24.1,1012.5,65
2015-03-05,24.9,1012.4,66
2015-03-06,24.9,1012.1,69
2015-03-07,24.3,1012.3,72
2015-03-08,27.6,1011.2,50
2015-03-09,25.0,1011.4,68
2015-03-10,24.7,1012.3,69
2015-03-11,24.5,1013.0,68
2015-03-12,24.6,1012.0,67
2015-03-13,24.6,1011.2,69
2015-03-14,23.2,1011.5,82
2015-03-15,28.5,1010.5,51
2015-03-16,24.5,1009.6,69
2015-03-17,24.5,1009.8,73
2015-03-18,24.6,1009.4,74
2015-03-19,24.9,1010.0,75
2015-03-20,24.9,1010.5,73
2015-03-21,24.9,1010.3,72
2015-03-22,29.7,1008.9,40
2015-03-23,24.9,1010.6,76
2015-03-24,25.1,1011.5,77
2015-03-25,25.7,1011.8,71
2015-03-26,25.1,1010.8,74
2015-03-27,24.9,1011.4,75
2015-03-28,24.9,1012.2,74
2015-03-29,28.8,1011.2,55
2015-03-30,25.1,1010.4,70
2015-03-31,23.6,1010.9,74
2015-04-01,25.1,1010.6,71
2015-04-02,23.9,1011.7,78
2015-04-03,24.8,1010.2,66
2015-04-04,24.1,1009.1,73
2015-04-05,29.4,1007.7,43
2015-04-06,23.7,1010.6,80
2015-04-07,24.3,1010.6,76
2015-04-08,24.4,1010.0,76
2015-04-09,25.6,1011.0,70
2015-04-10,24.8,1011.6,75
2015-04-11,25.9,1010.7,70
2015-04-12,28.9,1010.3,54
2015-04-13,25.5,1012.1,72
2015-04-14,25.6,1011.5,68
2015-04-15,25.6,1011.0,72
2015-04-16,26.1,1010.5,63
2015-04-17,26.0,1009.7,68
2015-04-18,25.0,1009.3,79
2015-04-19,29.2,1009.1,60
2015-04-20,25.7,1009.0,82
2015-04-21,25.5,1009.2,76
2015-04-22,25.3,1008.8,72
2015-04-23,25.2,1008.3,75
2015-04-24,25.5,1007.9,80
2015-04-25,25.6,1007.4,75
2015-04-26,30.3,1006.8,55
2015-04-27,26.5,1006.7,77
2015-04-28,26.3,1006.0,78
2015-04-29,26.3,1006.5,78
2015-04-30,26.2,1007.3,76
2015-05-01,26.0,1007.1,73
2015-05-02,25.5,1006.9,82
2015-05-03,30.1,1008.2,48
2015-05-04,26.1,1010.8,78
2015-05-05,26.3,1010.8,76
2015-05-06,25.6,1010.5,74
2015-05-07,26.1,1011.1,74
2015-05-08,25.8,1011.5,75
2015-05-09,26.3,1011.0,68
2015-05-10,29.4,1011.1,55
2015-05-11,26.0,1012.1,74
2015-05-12,26.5,1011.5,73
2015-05-13,26.2,1010.8,70
2015-05-14,26.8,1011.1,68
2015-05-15,26.6,1010.8,66
2015-05-16,26.5,1011.9,71
2015-05-17,29.4,1011.3,58
2015-05-18,26.3,1010.8,69
2015-05-19,25.5,1009.8,77
2015-05-20,26.5,1009.1,76
2015-05-21,26.8,1010.4,76
2015-05-22,26.2,1013.2,79
2015-05-23,26.6,1012.7,73
2015-05-24,30.9,1011.1,49
2015-05-25,26.4,1011.7,68
2015-05-26,25.6,1010.1,71
2015-05-27,25.5,1008.6,71
2015-05-28,25.8,1008.8,73
2015-05-29,25.4,1009.1,82
2015-05-30,26.4,1008.5,79
2015-05-31,26.7,1010.4,80
2015-06-01,25.6,1010.4,82
2015-06-02,26.6,1008.1,75
2015-06-03,26.5,1008.2,77
2015-06-04,26.5,1009.3,77
2015-06-05,26.7,1008.1,74
2015-06-06,26.5,1008.1,76
2015-06-07,30.3,1009.0,59
2015-06-08,26.5,1010.4,77
2015-06-09,26.9,1009.6,78
2015-06-10,26.8,1009.6,80
2015-06-11,25.5,1011.6,80
2015-06-12,27.3,1011.7,73
2015-06-13,26.5,1011.0,77
2015-06-14,30.8,1010.2,58
2015-06-15,26.9,1011.2,76
2015-06-16,27.8,1010.9,71
2015-06-17,26.4,1011.4,79
2015-06-18,27.0,1011.5,80
2015-06-19,27.1,1011.7,76
2015-06-20,26.4,1011.9,78
2015-06-21,28.6,1012.3,65
2015-06-22,25.1,1012.2,81
2015-06-23,25.4,1013.3,82
2015-06-24,26.5,1013.9,73
2015-06-25,26.9,1012.9,72
2015-06-26,26.6,1013.4,77
2015-06-27,26.8,1012.8,81
2015-06-28,30.4,1012.4,61
2015-06-29,27.5,1012.8,73
2015-06-30,26.7,1013.0,71
2015-07-01,27.0,1011.8,74
2015-07-02,26.9,1011.4,78
2015-07-03,27.3,1010.5,73
2015-07-04,27.9,1011.4,71
2015-07-05,32.7,1012.2,46
2015-07-06,26.8,1011.7,73
2015-07-07,27.2,1011.9,77
2015-07-08,27.8,1010.9,70
2015-07-09,27.8,1010.4,69
2015-07-10,26.5,1010.9,74
2015-07-11,26.5,1011.3,75
2015-07-12,27.0,1011.5,69
2015-07-13,26.4,1010.7,77
2015-07-14,27.1,1011.2,77
2015-07-15,26.8,1011.1,74
2015-07-16,26.5,1010.6,77
2015-07-17,26.6,1010.9,78
2015-07-18,27.5,1010.5,70
2015-07-19,29.9,1010.7,55
2015-07-20,27.0,1010.4,72
2015-07-21,27.2,1009.5,76
2015-07-22,27.2,1010.6,74
2015-07-23,27.5,1012.1,79
2015-07-24,26.9,1011.5,80
2015-07-25,27.0,1010.0,75
2015-07-26,30.6,1010.0,60
2015-07-27,27.9,1010.5,69
2015-07-28,27.5,1010.2,77
2015-07-29,28.0,1010.0,71
2015-07-30,27.9,1010.0,70
2015-07-31,28.4,1010.1,67
2015-08-01,27.5,1009.5,65
2015-08-02,32.0,1008.0,46
2015-08-03,27.4,1009.9,79
2015-08-04,28.1,1010.8,72
2015-08-05,27.7,1009.6,71
2015-08-06,27.7,1008.1,72
2015-08-07,26.7,1007.2,78
2015-08-08,27.4,1008.2,77
2015-08-09,31.2,1008.3,52
2015-08-10,27.0,1009.0,71
2015-08-11,27.8,1010.4,70
2015-08-12,27.5,1009.4,75
2015-08-13,27.7,1008.8,73
2015-08-14,27.2,1009.1,73
2015-08-15,28.1,1008.9,71
2015-08-16,28.2,1009.7,73
2015-08-17,26.9,1010.0,72
2015-08-18,27.1,1009.7,75
2015-08-19,27.6,1009.2,74
2015-08-20,27.5,1007.9,76
2015-08-21,27.4,1007.7,81
2015-08-22,27.6,1007.2,77
2015-08-23,31.4,1006.9,53
2015-08-24,28.2,1006.6,75
2015-08-25,27.3,1007.2,76
2015-08-26,27.9,1008.1,79
2015-08-27,28.2,1006.6,71
2015-08-28,24.7,1007.2,90
2015-08-29,24.7,1009.9,89
2015-08-30,27.4,1010.5,80
2015-08-31,27.7,1010.1,80
2015-09-01,27.0,1009.9,82
2015-09-02,26.4,1009.3,85
2015-09-03,26.6,1007.7,86
2015-09-04,26.8,1008.5,83
2015-09-05,27.2,1008.0,80
2015-09-06,30.0,1008.0,66
2015-09-07,27.0,1008.8,82
2015-09-08,27.2,1008.5,76
2015-09-09,27.7,1007.2,76
2015-09-10,27.9,1008.1,78
2015-09-11,28.1,1009.0,73
2015-09-12,24.7,1009.4,87
2015-09-13,27.6,1008.7,78
2015-09-14,26.9,1009.7,78
2015-09-15,26.5,1009.0,78
2015-09-16,25.1,1008.2,92
2015-09-17,26.1,1005.8,87
2015-09-18,26.6,1006.1,84
2015-09-19,27.0,1006.6,80
2015-09-20,30.9,1005.5,58
2015-09-21,26.6,1005.8,83
2015-09-22,26.9,1005.9,81
2015-09-23,26.5,1005.6,81
2015-09-24,26.3,1006.4,86
2015-09-25,26.8,1006.7,85
2015-09-26,27.0,1006.8,86
2015-09-27,29.7,1006.6,71
2015-09-28,26.6,1005.1,81
2015-09-29,26.9,1003.4,79
2015-09-30,26.8,1001.6,80
2015-10-01,26.6,999.6,77
2015-10-02,27.0,1000.8,75
2015-10-03,26.9,1003.1,84
2015-10-04,31.2,1004.4,62
2015-10-05,27.2,1008.8,84
2015-10-06,27.2,1008.6,78
2015-10-07,27.9,1008.5,76
2015-10-08,27.6,1008.7,74
2015-10-09,25.7,1008.8,86
2015-10-10,26.8,1007.9,81
2015-10-11,30.6,1006.7,61
2015-10-12,27.2,1008.1,81
2015-10-13,27.4,1008.7,79
2015-10-14,26.7,1008.5,83
2015-10-15,27.2,1007.9,82
2015-10-16,26.7,1007.2,81
2015-10-17,26.7,1008.3,82
2015-10-18,30.7,1006.5,61
2015-10-19,26.8,1007.9,79
2015-10-20,26.6,1007.4,83
2015-10-21,26.6,1007.9,80
2015-10-22,26.3,1007.3,76
2015-10-23,25.9,1006.2,77
2015-10-24,23.8,1006.8,89
2015-10-25,29.4,1006.1,56
2015-10-26,24.6,1008.8,85
2015-10-27,23.8,1009.0,92
2015-10-28,26.8,1008.8,77
2015-10-29,25.7,1008.8,86
2015-10-30,26.3,1008.0,81
2015-10-31,26.5,1008.0,79
2015-11-01,24.4,1008.0,86
2015-11-02,25.3,1007.8,85
2015-11-03,24.2,1008.8,92
2015-11-04,25.5,1008.7,83
2015-11-05,25.0,1009.2,84
2015-11-06,24.8,1009.9,84
2015-11-07,23.7,1008.8,90
2015-11-08,27.6,1008.0,78
2015-11-09,25.5,1010.2,88
2015-11-10,24.8,1009.7,87
2015-11-11,25.1,1008.7,87
2015-11-12,25.3,1007.1,86
2015-11-13,25.2,1007.6,82
2015-11-14,25.3,1009.2,81
2015-11-15,29.6,1008.7,55
2015-11-16,24.8,1008.0,79
2015-11-17,25.1,1007.7,82
2015-11-18,24.9,1007.9,85
2015-11-19,24.1,1007.9,85
2015-11-20,23.9,1007.3,66
2015-11-21,24.0,1007.6,67
2015-11-22,27.7,1006.7,63
2015-11-23,25.6,1006.8,72
2015-11-24,24.5,1007.2,80
2015-11-25,25.0,1008.6,76
2015-11-26,23.7,1008.9,81
2015-11-27,24.2,1006.9,85
2015-11-28,23.8,1007.2,85
2015-11-29,26.1,1005.9,71
2015-11-30,23.9,1007.3,89
2015-12-01,24.6,1008.9,89
2015-12-02,25.5,1010.4,87
2015-12-03,25.1,1012.0,87
2015-12-04,24.7,1012.3,88
2015-12-05,24.5,1012.4,84
2015-12-06,28.2,1010.0,61
2015-12-07,24.0,1009.3,86
2015-12-08,24.3,1009.3,86
2015-12-09,25.0,1009.7,84
2015-12-10,24.6,1009.6,79
2015-12-11,24.6,1010.0,83
2015-12-12,24.5,1009.8,85
2015-12-13,28.2,1008.4,57
2015-12-14,24.2,1007.6,85
2015-12-15,24.7,1007.0,82
2015-12-16,23.7,1007.7,88
2015-12-17,23.7,1009.7,86
2015-12-18,24.0,1011.0,84
2015-12-19,24.0,1012.2,81
2015-12-20,27.0,1011.6,70
2015-12-21,24.0,1012.3,83
2015-12-22,23.8,1011.6,83
2015-12-23,24.4,1011.9,81
2015-12-24,24.9,1013.8,78
2015-12-25,24.6,1013.8,76
2015-12-26,24.1,1012.3,82
2015-12-27,28.3,1008.6,57
2015-12-28,24.3,1011.0,79
2015-12-29,24.5,1014.0,82
2015-12-30,24.3,1014.0,78
2015-12-31,23.9,1012.3,78
2016-01-01,24.3,1011.2,76
2016-01-02,24.1,1010.8,79
2016-01-03,27.6,1009.4,56
2016-01-04,23.5,1009.6,84
2016-01-05,23.8,1010.4,84
2016-01-06,24.2,1010.0,83
2016-01-07,23.8,1008.9,90
2016-01-08,24.5,1008.7,83
2016-01-09,24.6,1008.4,74
2016-01-10,29.1,1008.0,43
2016-01-11,24.1,1010.2,76
2016-01-12,24.4,1010.0,75
2016-01-13,24.2,1010.5,75
2016-01-14,24.7,1010.5,73
2016-01-15,24.1,1008.4,74
2016-01-16,24.2,1008.2,75
2016-01-17,28.1,1008.1,57
2016-01-18,25.1,1010.8,70
2016-01-19,24.8,1010.9,65
2016-01-20,25.1,1010.8,70
2016-01-21,24.1,1010.8,80
2016-01-22,24.2,1009.3,80
2016-01-23,24.4,1008.4,78
2016-01-24,28.5,1008.4,57
2016-01-25,23.5,1014.5,78
2016-01-26,23.6,1013.6,79
2016-01-27,24.1,1010.9,78
2016-01-28,23.9,1010.6,80
2016-01-29,24.5,1010.6,75
2016-01-30,24.3,1012.2,75
2016-01-31,27.8,1010.7,56
2016-02-01,24.6,1010.1,76
2016-02-02,24.2,1010.4,76
2016-02-03,24.5,1010.2,69
2016-02-04,23.1,1008.8,62
2016-02-05,24.8,1009.7,64
2016-02-06,24.0,1010.6,80
2016-02-07,27.4,1009.3,67
2016-02-08,24.6,1009.7,82
2016-02-09,24.8,1012.1,80
2016-02-10,25.6,1012.6,73
2016-02-11,23.1,1012.9,83
2016-02-12,24.9,1011.5,73
2016-02-13,25.0,1010.1,70
2016-02-14,26.9,1008.2,54
2016-02-15,23.1,1008.1,85
2016-02-16,24.8,1008.8,78
2016-02-17,24.8,1010.2,85
2016-02-18,25.0,1009.9,81
2016-02-19,23.1,1010.9,79
2016-02-20,22.8,1010.7,69
2016-02-21,27.3,1008.0,52
2016-02-22,24.2,1008.1,72
2016-02-23,24.6,1008.7,76
2016-02-24,24.6,1010.6,78
2016-02-25,24.8,1010.1,78
2016-02-26,24.7,1010.2,78
2016-02-27,24.3,1009.7,77
2016-02-28,28.9,1009.4,50
2016-02-29,25.6,1010.7,73
2016-03-01,25.1,1010.5,73
2016-03-02,25.8,1010.5,72
2016-03-03,25.4,1009.2,71
2016-03-04,25.2,1009.6,79
2016-03-05,24.5,1009.2,81
2016-03-06,28.8,1007.6,58
2016-03-07,23.8,1011.5,73
2016-03-08,22.7,1013.3,62
2016-03-09,23.0,1014.5,58
2016-03-10,22.8,1014.3,67
2016-03-11,24.4,1013.4,63
2016-03-12,24.8,1012.6,66
2016-03-13,28.7,1010.3,55
2016-03-14,25.4,1010.3,74
2016-03-15,23.1,1010.3,92
2016-03-16,24.5,1009.6,85
2016-03-17,25.6,1009.4,73
2016-03-18,24.5,1009.5,75
2016-03-19,25.0,1008.8,76
2016-03-20,27.7,1009.2,62
2016-03-21,25.2,1010.8,79
2016-03-22,25.5,1012.4,80
2016-03-23,26.0,1012.3,70
2016-03-24,25.4,1011.1,69
2016-03-25,25.5,1012.2,75
2016-03-26,26.2,1012.7,71
2016-03-27,29.3,1012.6,54
2016-03-28,25.5,1012.2,71
2016-03-29,24.8,1010.0,72
2016-03-30,25.1,1010.5,72
2016-03-31,25.0,1010.6,76
2016-04-01,23.2,1009.9,88
2016-04-02,25.2,1009.3,83
2016-04-03,29.5,1008.9,57
2016-04-04,25.2,1009.6,79
2016-04-05,25.5,1008.4,77
2016-04-06,23.1,1008.9,93
2016-04-07,25.3,1008.1,75
2016-04-08,25.6,1008.3,72
2016-04-09,25.4,1008.5,77
2016-04-10,28.7,1009.4,64
2016-04-11,25.9,1008.6,72
2016-04-12,25.8,1008.1,73
2016-04-13,26.3,1007.1,65
2016-04-14,26.6,1006.9,64
2016-04-15,26.1,1007.1,69
2016-04-16,26.4,1006.2,68
2016-04-17,30.4,1006.9,54
2016-04-18,23.9,1009.2,82
2016-04-19,25.7,1009.0,60
2016-04-20,25.8,1008.6,63
2016-04-21,26.0,1010.0,56
2016-04-22,25.4,1010.1,78
2016-04-23,26.3,1007.3,82
2016-04-24,29.8,1005.6,61
2016-04-25,24.5,1006.5,86
2016-04-26,22.3,1006.2,94
2016-04-27,24.3,1006.6,91
2016-04-28,25.5,1007.4,84
2016-04-29,24.3,1007.1,91
2016-04-30,24.5,1007.0,88
2016-05-01,28.5,1007.5,67
2016-05-02,24.7,1010.3,81
2016-05-03,24.0,1009.9,88
2016-05-04,25.2,1007.5,83
2016-05-05,26.0,1006.2,82
2016-05-06,25.5,1006.2,87
2016-05-07,23.7,1007.1,94
2016-05-08,27.7,1008.8,66
2016-05-09,24.2,1010.0,85
2016-05-10,24.6,1012.0,84
2016-05-11,25.2,1011.5,78
2016-05-12,25.6,1010.6,80
2016-05-13,25.0,1009.8,87
2016-05-14,26.2,1010.0,82
2016-05-15,28.8,1010.4,72
2016-05-16,26.3,1011.5,83
2016-05-17,26.4,1011.1,83
2016-05-18,26.1,1010.7,83
2016-05-19,25.8,1010.3,83
2016-05-20,26.3,1011.1,80
2016-05-21,26.2,1010.0,82
2016-05-22,29.5,1008.6,63
2016-05-23,26.5,1011.1,84
2016-05-24,26.2,1012.4,85
2016-05-25,25.7,1011.1,83
2016-05-26,24.4,1008.8,89
2016-05-27,26.0,1008.1,76
2016-05-28,26.4,1009.7,83
2016-05-29,28.6,1010.0,70
2016-05-30,24.5,1008.2,88
2016-05-31,23.4,1008.2,93
2016-06-01,25.3,1010.0,87
2016-06-02,23.9,1011.0,95
2016-06-03,25.4,1010.4,93
2016-06-04,26.3,1009.7,86
2016-06-05,28.8,1008.9,73
2016-06-06,26.3,1009.8,82
2016-06-07,26.4,1010.5,83
2016-06-08,25.6,1011.3,87
2016-06-09,26.4,1011.6,85
2016-06-10,26.3,1012.5,81
2016-06-11,26.6,1012.9,84
2016-06-12,29.3,1011.5,64
2016-06-13,26.6,1011.5,84
2016-06-14,26.5,1013.0,84
2016-06-15,26.3,1014.4,86
2016-06-16,26.6,1011.7,77
2016-06-17,26.7,1010.7,80
2016-06-18,26.6,1011.1,81
2016-06-19,30.8,1010.4,53
2016-06-20,23.8,1011.3,93
2016-06-21,25.8,1011.3,83
2016-06-22,24.7,1012.1,89
2016-06-23,25.9,1012.0,78
2016-06-24,24.7,1012.2,86
2016-06-25,26.3,1011.5,82
2016-06-26,29.6,1010.4,65
2016-06-27,24.8,1010.7,88
2016-06-28,26.2,1010.5,82
2016-06-29,26.5,1011.0,81
2016-06-30,26.4,1011.3,78
2016-07-01,26.6,1011.8,80
2016-07-02,25.5,1012.4,87
2016-07-03,29.9,1013.0,62
2016-07-04,26.6,1012.8,79
2016-07-05,24.4,1012.9,91
2016-07-06,27.8,1012.3,78
2016-07-07,27.0,1012.0,82
2016-07-08,27.4,1011.4,75
2016-07-09,26.5,1011.5,78
2016-07-10,30.4,1012.4,60
2016-07-11,27.2,1011.6,82
2016-07-12,26.6,1010.6,78
2016-07-13,26.2,1010.2,77
2016-07-14,24.8,1010.5,88
2016-07-15,26.5,1009.4,73
2016-07-16,27.5,1010.7,73
2016-07-17,29.4,1010.8,68
2016-07-18,25.6,1009.3,78
2016-07-19,26.8,1010.3,79
2016-07-20,27.0,1011.2,76
2016-07-21,26.1,1010.8,84
2016-07-22,27.1,1009.8,81
2016-07-23,27.5,1009.4,66
2016-07-24,29.9,1009.6,59
2016-07-25,26.1,1010.2,80
2016-07-26,24.9,1009.5,87
2016-07-27,27.3,1010.0,85
2016-07-28,26.8,1009.9,81
2016-07-29,26.4,1009.8,78
2016-07-30,27.2,1010.0,70
2016-07-31,27.5,1008.1,78
2016-08-01,24.4,1010.9,94
2016-08-02,25.9,1010.3,85
2016-08-03,26.4,1009.9,81
2016-08-04,27.4,1011.1,77
2016-08-05,23.9,1010.9,92
2016-08-06,24.5,1009.5,92
2016-08-07,30.1,1009.0,69
2016-08-08,27.5,1009.8,86
2016-08-09,26.8,1010.5,83
2016-08-10,25.8,1011.3,82
2016-08-11,25.8,1009.7,79
2016-08-12,27.0,1009.0,74
2016-08-13,26.3,1008.8,83
2016-08-14,29.7,1009.1,65
2016-08-15,27.0,1010.7,75
2016-08-16,26.0,1011.0,79
2016-08-17,26.7,1010.2,79
2016-08-18,27.4,1010.1,84
2016-08-19,27.8,1009.2,80
2016-08-20,28.1,1009.0,77
2016-08-21,32.1,1008.6,54
2016-08-22,27.2,1009.6,77
2016-08-23,27.4,1008.4,71
2016-08-24,24.9,1005.3,91
2016-08-25,25.5,1007.0,90
2016-08-26,24.9,1007.9,93
2016-08-27,24.9,1008.8,89
2016-08-28,29.1,1007.4,71
2016-08-29,26.3,1009.6,86
2016-08-30,26.8,1009.3,89
2016-08-31,27.2,1009.5,88
2016-09-01,27.5,1009.9,77
2016-09-02,26.7,1010.5,83
2016-09-03,27.5,1009.7,77
2016-09-04,31.2,1008.4,60
2016-09-05,27.4,1009.3,70
2016-09-06,23.7,1010.1,95
2016-09-07,26.6,1010.0,88
2016-09-08,26.2,1008.5,83
2016-09-09,26.7,1009.1,84
2016-09-10,26.2,1011.0,88
2016-09-11,29.6,1009.4,70
2016-09-12,25.7,1008.5,84
2016-09-13,25.5,1009.0,84
2016-09-14,26.4,1009.9,81
2016-09-15,26.5,1008.7,82
2016-09-16,26.1,1008.9,78
2016-09-17,25.4,1009.1,85
2016-09-18,31.1,1006.9,56
2016-09-19,26.2,1008.2,85
2016-09-20,25.4,1007.8,86
2016-09-21,25.9,1007.1,83
2016-09-22,25.0,1007.5,87
2016-09-23,26.9,1008.7,83
2016-09-24,27.1,1008.8,84
2016-09-25,30.7,1007.2,61
2016-09-26,26.6,1007.5,82
2016-09-27,27.3,1008.4,86
2016-09-28,27.5,1009.7,77
2016-09-29,27.4,1009.2,74
2016-09-30,25.3,1005.6,82
2016-10-01,24.9,1005.1,87
2016-10-02,26.9,1005.1,81
2016-10-03,24.8,1004.0,93
2016-10-04,24.3,1005.2,94
2016-10-05,26.4,1006.1,85
2016-10-06,26.6,1006.6,90
2016-10-07,25.7,1005.3,91
2016-10-08,27.0,1004.7,83
2016-10-09,29.9,1003.9,68
2016-10-10,26.9,1006.3,83
2016-10-11,25.4,1005.5,87
2016-10-12,26.0,1006.1,91
2016-10-13,26.6,1007.8,88
2016-10-14,25.8,1008.6,86
2016-10-15,25.5,1007.2,88
2016-10-16,30.0,1003.6,63
2016-10-17,25.7,1002.7,82
2016-10-18,25.3,1003.7,87
2016-10-19,25.1,1004.1,87
2016-10-20,23.8,1006.0,94
2016-10-21,26.0,1004.9,88
2016-10-22,25.5,1007.4,88
2016-10-23,27.2,1007.9,76
2016-10-24,25.1,1007.5,84
2016-10-25,25.1,1005.9,81
2016-10-26,25.1,1005.6,80
2016-10-27,26.0,1004.9,82
2016-10-28,25.9,1005.7,88
2016-10-29,25.7,1006.5,88
2016-10-30,26.5,1005.3,86
2016-10-31,24.9,1002.6,88
2016-11-01,24.0,1004.5,84
2016-11-02,24.9,1006.9,77
2016-11-03,24.6,1007.3,78
2016-11-04,24.5,1006.5,88
2016-11-05,23.4,1007.7,95
2016-11-06,26.9,1005.5,81
2016-11-07,23.5,1007.2,90
2016-11-08,23.4,1007.6,91
2016-11-09,24.9,1007.9,85
2016-11-10,25.7,1007.4,84
2016-11-11,24.7,1007.7,85
2016-11-12,25.3,1007.7,85
2016-11-13,26.7,1005.8,81
2016-11-14,24.7,1005.4,87
2016-11-15,24.4,1004.3,92
2016-11-16,24.9,1004.0,92
2016-11-17,24.8,1004.7,84
2016-11-18,23.4,1007.2,93
2016-11-19,23.3,1006.3,91
2016-11-20,25.2,1005.2,73
2016-11-21,23.6,1007.4,72
2016-11-22,24.0,1008.3,74
2016-11-23,23.6,1008.8,91
2016-11-24,23.8,1009.0,88
2016-11-25,23.8,1009.0,86
2016-11-26,23.9,1007.1,86
2016-11-27,25.0,1003.7,84
2016-11-28,22.5,1005.5,75
2016-11-29,23.9,1005.4,84
2016-11-30,24.9,1007.5,83
2016-12-01,24.5,1007.5,90
2016-12-02,23.7,1009.4,94
2016-12-03,24.8,1008.4,87
2016-12-04,27.4,1008.0,72
2016-12-05,24.1,1010.2,84
2016-12-06,24.4,1010.7,87
2016-12-07,24.6,1010.9,84
2016-12-08,23.8,1011.2,77
2016-12-09,24.8,1011.5,80
2016-12-10,24.3,1012.0,82
2016-12-11,27.4,1011.1,76
2016-12-12,24.5,1011.7,78
2016-12-13,24.8,1010.8,81
2016-12-14,24.1,1010.7,86
2016-12-15,24.4,1010.6,83
2016-12-16,24.7,1012.1,78
2016-12-17,24.2,1013.1,85
2016-12-18,27.3,1012.6,73
2016-12-19,23.3,1013.4,85
2016-12-20,22.3,1010.2,82
2016-12-21,22.4,1010.1,89
2016-12-22,23.7,1010.4,82
2016-12-23,23.4,1011.1,80
2016-12-24,23.3,1011.7,87
2016-12-25,27.2,1010.3,68
2016-12-26,23.5,1012.6,80
2016-12-27,23.0,1011.3,84
2016-12-28,23.3,1010.5,83
2016-12-29,23.5,1009.7,85
2016-12-30,24.5,1010.4,81
2016-12-31,23.8,1011.8,78
2017-01-01,26.6,1011.8,73
2017-01-02,24.2,1011.8,76
2017-01-03,22.6,1009.4,84
2017-01-04,24.1,1007.8,83
2017-01-05,23.6,1009.2,87
2017-01-06,23.4,1011.3,89
2017-01-07,24.2,1011.5,87
2017-01-08,27.0,1010.3,71
2017-01-09,22.2,1012.4,86
2017-01-10,22.7,1012.2,73
2017-01-11,22.5,1012.9,66
2017-01-12,21.6,1013.7,73
2017-01-13,22.7,1013.6,75
2017-01-14,22.7,1012.1,73
2017-01-15,27.9,1009.9,51
2017-01-16,22.9,1013.2,74
2017-01-17,22.5,1013.0,80
2017-01-18,22.1,1011.2,68
2017-01-19,22.4,1009.2,71
2017-01-20,22.5,1010.1,71
2017-01-21,22.7,1009.4,74
