fecha,temperature_2m,surface_pressure,relative_humidity_2m
2017-01-22,26.2,1007.3,60
2017-01-23,24.9,1006.0,66
2017-01-24,24.6,1007.4,82
2017-01-25,24.3,1011.4,67
2017-01-26,23.4,1012.7,68
2017-01-27,22.3,1010.9,86
2017-01-28,24.3,1011.2,82
2017-01-29,27.1,1010.8,67
2017-01-30,24.3,1012.5,85
2017-01-31,24.1,1012.2,76
2017-02-01,23.9,1011.3,81
2017-02-02,24.8,1011.0,81
2017-02-03,24.6,1011.7,80
2017-02-04,25.2,1011.0,71
2017-02-05,26.4,1009.9,67
2017-02-06,24.7,1010.5,73
2017-02-07,24.8,1010.3,81
2017-02-08,24.3,1010.9,84
2017-02-09,24.5,1012.0,85
2017-02-10,24.9,1013.6,67
2017-02-11,24.3,1012.9,72
2017-02-12,26.1,1010.3,68
2017-02-13,22.7,1008.6,84
2017-02-14,23.5,1009.7,80
2017-02-15,24.2,1010.8,78
2017-02-16,23.8,1010.7,82
2017-02-17,25.1,1011.2,75
2017-02-18,23.7,1011.6,76
2017-02-19,26.5,1010.4,65
2017-02-20,23.2,1008.1,87
2017-02-21,24.5,1006.3,55
2017-02-22,24.3,1005.2,74
2017-02-23,24.3,1005.6,73
2017-02-24,24.8,1006.6,78
2017-02-25,23.8,1009.0,81
2017-02-26,27.5,1010.0,61
2017-02-27,25.2,1013.0,71
2017-02-28,24.4,1011.8,75
2017-03-01,23.9,1011.5,79
2017-03-02,25.2,1012.6,75
2017-03-03,24.9,1012.5,71
2017-03-04,24.9,1011.0,68
2017-03-05,26.7,1010.6,56
2017-03-06,23.3,1013.5,64
2017-03-07,22.8,1015.0,71
2017-03-08,23.8,1013.5,59
2017-03-09,24.0,1011.4,67
2017-03-10,24.3,1010.9,79
2017-03-11,24.5,1010.5,78
2017-03-12,27.2,1009.3,69
2017-03-13,24.3,1009.7,84
2017-03-14,24.3,1010.6,82
2017-03-15,24.9,1011.0,81
2017-03-16,24.9,1011.2,84
2017-03-17,25.1,1011.6,74
2017-03-18,25.6,1011.6,63
2017-03-19,27.6,1009.5,59
2017-03-20,23.4,1009.8,83
2017-03-21,24.8,1010.1,73
2017-03-22,25.0,1008.5,82
2017-03-23,23.9,1009.2,80
2017-03-24,22.8,1009.3,82
2017-03-25,25.3,1006.5,79
2017-03-26,27.3,1005.2,69
2017-03-27,25.2,1006.0,82
2017-03-28,25.7,1007.6,69
2017-03-29,25.9,1008.1,64
2017-03-30,25.8,1008.8,58
2017-03-31,25.5,1010.2,78
2017-04-01,25.5,1011.0,85
2017-04-02,29.7,1009.1,52
2017-04-03,26.2,1009.7,79
2017-04-04,26.1,1010.7,77
2017-04-05,25.8,1011.3,80
2017-04-06,25.2,1010.6,77
2017-04-07,25.8,1008.8,72
2017-04-08,26.3,1007.6,73
2017-04-09,28.2,1007.1,58
2017-04-10,24.4,1008.5,69
2017-04-11,25.6,1008.1,63
2017-04-12,25.3,1008.0,60
2017-04-13,26.3,1007.7,53
2017-04-14,26.0,1008.4,74
2017-04-15,26.1,1009.8,63
2017-04-16,27.2,1009.2,63
2017-04-17,24.0,1009.1,89
2017-04-18,23.7,1010.4,86
2017-04-19,25.4,1010.5,63
2017-04-20,24.0,1008.6,84
2017-04-21,24.5,1008.3,76
2017-04-22,23.6,1008.5,93
2017-04-23,25.3,1006.4,85
2017-04-24,24.0,1006.5,93
2017-04-25,25.7,1006.7,91
2017-04-26,24.2,1008.2,95
2017-04-27,24.5,1009.0,88
2017-04-28,23.1,1011.7,92
2017-04-29,23.0,1011.8,93
2017-04-30,25.6,1010.5,76
2017-05-01,23.4,1010.1,89
2017-05-02,23.6,1009.2,92
2017-05-03,24.4,1008.7,90
2017-05-04,24.4,1007.5,84
2017-05-05,25.7,1006.9,86
2017-05-06,25.9,1007.9,88
2017-05-07,27.0,1007.9,79
2017-05-08,24.5,1007.3,93
2017-05-09,23.5,1008.2,84
2017-05-10,23.9,1008.7,80
2017-05-11,24.4,1007.6,71
2017-05-12,25.5,1008.4,83
2017-05-13,25.2,1008.9,88
2017-05-14,28.8,1009.0,71
2017-05-15,26.0,1008.6,87
2017-05-16,26.6,1009.3,86
2017-05-17,26.6,1010.0,83
2017-05-18,25.1,1009.6,80
2017-05-19,26.2,1008.3,78
2017-05-20,24.3,1008.9,88
2017-05-21,27.3,1009.7,76
2017-05-22,25.7,1010.1,88
2017-05-23,26.2,1009.8,84
2017-05-24,26.1,1010.2,85
2017-05-25,26.2,1010.2,85
2017-05-26,25.9,1010.7,83
2017-05-27,26.3,1011.1,77
2017-05-28,30.0,1010.0,60
2017-05-29,26.4,1012.0,80
2017-05-30,25.4,1012.0,85
2017-05-31,23.9,1012.3,85
2017-06-01,25.4,1010.6,80
2017-06-02,26.5,1009.4,81
2017-06-03,26.7,1009.5,84
2017-06-04,30.1,1008.5,68
2017-06-05,26.7,1008.9,87
2017-06-06,26.4,1009.1,83
2017-06-07,26.6,1008.2,84
2017-06-08,26.6,1008.9,82
2017-06-09,27.3,1010.3,80
2017-06-10,26.8,1011.0,79
2017-06-11,28.4,1010.3,74
2017-06-12,26.0,1008.8,82
2017-06-13,26.3,1009.5,79
2017-06-14,26.5,1010.3,85
2017-06-15,26.7,1010.2,83
2017-06-16,25.4,1010.0,90
2017-06-17,26.9,1009.1,78
2017-06-18,28.9,1009.1,69
2017-06-19,26.2,1010.4,83
2017-06-20,25.7,1010.3,80
2017-06-21,24.5,1010.5,88
2017-06-22,26.0,1009.3,85
2017-06-23,26.9,1009.1,72
2017-06-24,26.0,1010.5,84
2017-06-25,30.3,1011.0,64
2017-06-26,26.2,1010.4,86
2017-06-27,27.1,1009.4,85
2017-06-28,26.7,1010.0,79
2017-06-29,27.8,1010.5,69
2017-06-30,25.9,1011.9,90
2017-07-01,25.3,1012.7,89
2017-07-02,27.1,1011.9,77
2017-07-03,26.3,1011.7,81
2017-07-04,26.6,1010.4,78
2017-07-05,27.7,1011.4,80
2017-07-06,26.7,1011.8,82
2017-07-07,27.1,1010.7,74
2017-07-08,25.3,1010.7,86
2017-07-09,29.1,1009.1,67
2017-07-10,26.6,1009.4,86
2017-07-11,26.8,1009.6,88
2017-07-12,24.9,1010.4,91
2017-07-13,26.4,1010.7,85
2017-07-14,25.3,1011.2,82
2017-07-15,25.6,1009.9,90
2017-07-16,28.7,1009.8,77
2017-07-17,24.7,1011.5,88
2017-07-18,27.7,1011.1,77
2017-07-19,27.0,1011.7,73
2017-07-20,27.5,1010.7,69
2017-07-21,27.0,1011.0,72
2017-07-22,26.8,1010.2,79
2017-07-23,30.2,1010.1,72
2017-07-24,27.0,1011.3,86
2017-07-25,27.5,1010.5,75
2017-07-26,25.5,1008.7,90
2017-07-27,27.2,1008.4,87
2017-07-28,27.3,1008.3,86
2017-07-29,27.5,1009.7,82
2017-07-30,29.4,1010.1,71
2017-07-31,26.5,1011.2,87
2017-08-01,28.6,1011.0,70
2017-08-02,28.3,1010.7,69
2017-08-03,25.9,1011.6,91
2017-08-04,27.5,1010.8,78
2017-08-05,26.0,1010.3,86
2017-08-06,29.5,1008.7,68
2017-08-07,25.6,1008.6,85
2017-08-08,26.1,1009.3,91
2017-08-09,26.8,1010.5,86
2017-08-10,27.6,1009.7,70
2017-08-11,25.5,1008.3,86
2017-08-12,26.2,1009.2,90
2017-08-13,30.2,1009.5,67
2017-08-14,26.9,1008.7,80
2017-08-15,27.3,1008.9,80
2017-08-16,27.8,1008.4,74
2017-08-17,23.7,1008.7,96
2017-08-18,27.7,1007.9,80
2017-08-19,25.7,1006.1,87
2017-08-20,27.9,1008.4,81
2017-08-21,25.7,1010.1,88
2017-08-22,25.6,1008.4,90
2017-08-23,26.8,1006.8,89
2017-08-24,27.2,1007.8,89
2017-08-25,26.0,1009.2,88
2017-08-26,26.3,1007.9,76
2017-08-27,28.2,1006.7,72
2017-08-28,26.2,1007.0,86
2017-08-29,26.5,1008.4,89
2017-08-30,25.8,1010.0,88
2017-08-31,27.1,1009.7,88
2017-09-01,27.5,1010.5,74
2017-09-02,26.9,1010.1,80
2017-09-03,28.3,1008.5,74
2017-09-04,26.6,1006.9,86
2017-09-05,27.6,1005.6,77
2017-09-06,27.1,1003.6,82
2017-09-07,26.7,1002.3,87
2017-09-08,26.0,1004.8,90
2017-09-09,26.9,1006.1,85
2017-09-10,29.3,1004.9,74
2017-09-11,27.7,1006.8,85
2017-09-12,26.6,1006.8,87
2017-09-13,27.0,1006.9,87
2017-09-14,27.8,1006.9,84
2017-09-15,25.5,1008.7,92
2017-09-16,25.7,1008.2,92
2017-09-17,29.5,1006.7,76
2017-09-18,26.8,1007.0,87
2017-09-19,27.4,1006.5,77
2017-09-20,27.3,1001.4,73
2017-09-21,26.6,999.3,88
2017-09-22,27.2,1002.7,86
2017-09-23,26.8,1005.5,85
2017-09-24,26.6,1006.6,93
2017-09-25,26.1,1007.6,91
2017-09-26,25.4,1008.1,90
2017-09-27,26.5,1007.5,87
2017-09-28,25.7,1007.2,85
2017-09-29,25.4,1007.9,87
2017-09-30,24.7,1006.5,92
2017-10-01,26.2,1004.8,84
2017-10-02,25.5,1006.5,90
2017-10-03,26.7,1006.9,76
2017-10-04,26.0,1005.4,89
2017-10-05,25.5,1006.9,94
2017-10-06,25.2,1008.5,93
2017-10-07,25.6,1008.6,92
2017-10-08,26.1,1005.6,84
2017-10-09,24.7,1004.5,89
2017-10-10,24.6,1004.0,86
2017-10-11,26.2,1005.0,86
2017-10-12,26.7,1005.7,89
2017-10-13,26.2,1006.8,81
2017-10-14,26.2,1006.6,80
2017-10-15,27.4,1005.1,83
2017-10-16,26.4,1007.9,87
2017-10-17,25.8,1008.0,91
2017-10-18,25.1,1009.0,90
2017-10-19,26.2,1008.5,82
2017-10-20,26.3,1008.0,78
2017-10-21,25.6,1009.8,76
2017-10-22,30.1,1008.9,54
2017-10-23,24.7,1008.0,87
2017-10-24,24.3,1007.0,81
2017-10-25,24.9,1006.9,89
2017-10-26,25.7,1006.4,89
2017-10-27,26.3,1006.3,80
2017-10-28,25.1,1005.2,91
2017-10-29,27.6,1003.9,78
2017-10-30,25.4,1007.4,93
2017-10-31,26.6,1006.8,79
2017-11-01,25.8,1007.1,90
2017-11-02,25.2,1007.2,87
2017-11-03,26.1,1006.4,77
2017-11-04,24.4,1006.3,84
2017-11-05,26.3,1006.9,79
2017-11-06,23.6,1007.6,94
2017-11-07,24.0,1005.2,93
2017-11-08,24.0,1005.5,89
2017-11-09,24.1,1006.2,92
2017-11-10,24.4,1006.0,93
2017-11-11,23.9,1006.2,94
2017-11-12,25.7,1005.2,86
2017-11-13,23.9,1005.7,96
2017-11-14,24.7,1003.4,88
2017-11-15,25.6,1003.0,87
2017-11-16,24.8,1003.2,92
2017-11-17,25.2,1002.9,91
2017-11-18,24.6,1004.0,83
2017-11-19,26.0,1003.4,79
2017-11-20,23.8,1006.8,94
2017-11-21,24.5,1007.2,90
2017-11-22,24.6,1006.9,79
2017-11-23,23.7,1006.3,88
2017-11-24,25.3,1008.0,90
2017-11-25,24.8,1008.0,91
2017-11-26,27.6,1006.2,78
2017-11-27,25.2,1007.4,87
2017-11-28,24.3,1009.7,87
2017-11-29,24.8,1007.7,90
2017-11-30,24.4,1005.9,85
2017-12-01,23.9,1006.6,87
2017-12-02,24.7,1006.9,77
2017-12-03,28.8,1005.0,61
2017-12-04,23.1,1009.0,89
2017-12-05,24.8,1010.7,84
2017-12-06,23.8,1010.8,89
2017-12-07,23.9,1009.3,84
2017-12-08,23.7,1009.4,87
2017-12-09,25.2,1009.4,84
2017-12-10,28.5,1007.8,61
2017-12-11,24.1,1007.4,74
2017-12-12,24.1,1007.3,84
2017-12-13,24.3,1009.2,87
2017-12-14,24.9,1010.7,86
2017-12-15,24.4,1011.2,83
2017-12-16,24.5,1012.1,76
2017-12-17,28.3,1010.7,61
2017-12-18,24.2,1013.1,81
2017-12-19,24.7,1011.5,81
2017-12-20,24.5,1010.4,71
2017-12-21,24.3,1011.1,78
2017-12-22,24.3,1011.9,79
2017-12-23,23.6,1011.8,80
2017-12-24,28.2,1010.8,52
2017-12-25,23.3,1012.4,80
2017-12-26,23.7,1012.5,82
2017-12-27,24.0,1011.4,80
2017-12-28,23.9,1010.6,81
2017-12-29,23.9,1010.4,85
2017-12-30,24.5,1010.0,79
2017-12-31,28.3,1010.4,55
2018-01-01,24.7,1010.3,84
2018-01-02,24.3,1008.6,83
2018-01-03,25.0,1007.6,82
2018-01-04,25.3,1009.4,81
2018-01-05,24.3,1011.7,81
2018-01-06,23.9,1010.1,92
2018-01-07,24.5,1008.8,87
2018-01-08,23.7,1010.0,86
2018-01-09,22.8,1009.8,85
2018-01-10,23.7,1009.7,86
2018-01-11,22.7,1011.2,94
2018-01-12,23.5,1010.6,89
2018-01-13,24.1,1010.4,82
2018-01-14,25.4,1009.2,76
2018-01-15,24.0,1010.4,83
2018-01-16,22.9,1011.2,87
2018-01-17,23.8,1010.3,86
2018-01-18,23.9,1010.3,92
2018-01-19,23.6,1011.0,83
2018-01-20,23.7,1011.4,89
2018-01-21,27.1,1008.8,71
2018-01-22,24.3,1009.5,83
2018-01-23,24.2,1010.1,81
2018-01-24,23.2,1010.4,87
2018-01-25,23.1,1011.6,85
2018-01-26,23.7,1011.5,73
2018-01-27,23.4,1010.9,80
2018-01-28,26.1,1010.2,72
2018-01-29,23.3,1009.4,81
2018-01-30,24.4,1007.7,85
2018-01-31,23.3,1010.0,79
2018-02-01,22.6,1011.2,64
2018-02-02,23.8,1010.5,74
2018-02-03,23.5,1011.1,68
2018-02-04,28.1,1009.9,41
2018-02-05,24.3,1011.9,75
2018-02-06,23.2,1014.0,85
2018-02-07,23.7,1012.9,77
2018-02-08,24.1,1012.5,75
2018-02-09,22.7,1012.0,82
2018-02-10,22.4,1013.0,84
2018-02-11,27.4,1013.0,55
2018-02-12,23.4,1015.5,70
2018-02-13,22.4,1015.9,79
2018-02-14,23.1,1015.0,73
2018-02-15,23.3,1014.4,73
2018-02-16,23.4,1013.9,71
2018-02-17,23.5,1013.9,71
2018-02-18,27.3,1012.2,59
2018-02-19,24.4,1014.3,71
2018-02-20,23.3,1015.8,74
2018-02-21,23.4,1016.1,76
2018-02-22,23.3,1015.3,70
2018-02-23,23.2,1013.6,69
2018-02-24,22.2,1012.6,78
2018-02-25,23.2,1012.4,76
2018-02-26,21.8,1012.1,79
2018-02-27,22.3,1010.0,81
2018-02-28,23.3,1010.3,73
2018-03-01,23.5,1010.8,83
2018-03-02,22.5,1009.0,85
2018-03-03,24.2,1005.3,82
2018-03-04,27.6,1003.2,43
2018-03-05,22.3,1007.4,66
2018-03-06,23.4,1010.5,63
2018-03-07,23.6,1010.8,75
2018-03-08,24.0,1010.7,89
2018-03-09,24.0,1011.6,91
2018-03-10,25.1,1010.5,82
2018-03-11,27.9,1010.2,65
2018-03-12,25.1,1008.0,79
2018-03-13,24.9,1009.5,84
2018-03-14,24.6,1009.7,85
2018-03-15,24.4,1009.8,88
2018-03-16,22.7,1009.7,92
2018-03-17,24.3,1008.9,88
2018-03-18,27.6,1006.9,61
2018-03-19,24.8,1006.4,81
2018-03-20,24.9,1008.2,80
2018-03-21,24.7,1010.3,85
2018-03-22,25.4,1010.2,83
2018-03-23,23.6,1010.4,86
2018-03-24,23.6,1010.8,74
2018-03-25,30.7,1009.3,35
2018-03-26,24.4,1010.2,77
2018-03-27,23.1,1009.9,76
2018-03-28,23.3,1010.9,71
2018-03-29,22.4,1011.1,57
2018-03-30,23.1,1009.3,65
2018-03-31,23.9,1007.7,57
2018-04-01,27.8,1007.3,56
2018-04-02,24.7,1007.6,76
2018-04-03,25.2,1008.3,72
2018-04-04,25.3,1008.3,83
2018-04-05,24.8,1008.0,77
2018-04-06,25.2,1008.3,82
2018-04-07,24.9,1008.8,85
2018-04-08,28.3,1008.9,62
2018-04-09,25.6,1011.3,73
2018-04-10,25.9,1010.8,68
2018-04-11,25.4,1010.1,79
2018-04-12,25.7,1009.6,70
2018-04-13,24.2,1011.3,86
2018-04-14,26.0,1011.5,63
2018-04-15,26.6,1012.7,70
2018-04-16,25.2,1010.1,80
2018-04-17,25.7,1009.5,79
2018-04-18,25.3,1011.4,79
2018-04-19,24.5,1012.5,81
2018-04-20,24.2,1010.4,88
2018-04-21,24.9,1010.1,78
2018-04-22,29.0,1009.5,53
2018-04-23,24.4,1009.7,76
2018-04-24,25.3,1010.3,82
2018-04-25,25.3,1009.0,81
2018-04-26,25.0,1008.9,84
2018-04-27,25.6,1008.9,81
2018-04-28,25.5,1009.8,83
2018-04-29,27.9,1010.6,66
2018-04-30,25.4,1010.6,79
2018-05-01,25.9,1010.9,81
2018-05-02,25.0,1010.7,79
2018-05-03,24.9,1008.5,85
2018-05-04,23.9,1008.9,91
2018-05-05,24.2,1011.0,88
2018-05-06,27.9,1010.9,69
2018-05-07,25.1,1010.6,83
2018-05-08,25.5,1010.4,79
2018-05-09,25.3,1010.6,82
2018-05-10,25.3,1010.5,81
2018-05-11,25.2,1011.0,81
2018-05-12,25.0,1010.7,79
2018-05-13,27.4,1009.8,71
2018-05-14,25.7,1009.6,82
2018-05-15,24.2,1010.7,79
2018-05-16,24.2,1010.1,86
2018-05-17,24.5,1009.5,84
2018-05-18,25.0,1009.5,75
2018-05-19,24.3,1010.6,80
2018-05-20,26.5,1010.7,76
2018-05-21,24.9,1009.8,78
2018-05-22,24.8,1010.3,83
2018-05-23,25.8,1011.5,84
2018-05-24,25.5,1010.6,84
2018-05-25,26.0,1009.3,82
2018-05-26,25.4,1008.7,85
2018-05-27,28.9,1009.0,62
2018-05-28,25.2,1010.9,87
2018-05-29,25.2,1010.1,87
2018-05-30,25.3,1009.4,83
2018-05-31,25.5,1008.8,85
2018-06-01,26.0,1008.0,81
2018-06-02,26.1,1009.2,85
2018-06-03,29.6,1011.2,60
2018-06-04,25.7,1010.5,86
2018-06-05,25.2,1009.5,84
2018-06-06,26.3,1009.2,90
2018-06-07,26.6,1010.7,87
2018-06-08,26.0,1012.0,80
2018-06-09,26.4,1010.8,77
2018-06-10,29.1,1009.7,67
2018-06-11,26.4,1010.9,80
2018-06-12,26.6,1011.3,85
2018-06-13,26.9,1012.6,78
2018-06-14,26.7,1012.2,81
2018-06-15,26.5,1010.9,79
2018-06-16,26.3,1010.8,81
2018-06-17,29.3,1011.4,70
2018-06-18,26.6,1011.0,87
2018-06-19,27.0,1009.7,80
2018-06-20,26.6,1010.3,79
2018-06-21,26.4,1010.5,81
2018-06-22,27.1,1009.9,78
2018-06-23,23.0,1011.2,94
2018-06-24,27.7,1011.9,75
2018-06-25,26.9,1012.2,75
2018-06-26,26.6,1010.7,85
2018-06-27,24.9,1010.5,89
2018-06-28,24.9,1011.1,81
2018-06-29,27.6,1010.8,74
2018-06-30,26.9,1010.3,84
2018-07-01,31.6,1008.1,55
2018-07-02,26.7,1008.7,86
2018-07-03,26.8,1010.6,84
2018-07-04,27.1,1011.1,73
2018-07-05,28.0,1011.2,69
2018-07-06,27.0,1010.4,75
2018-07-07,27.7,1011.0,74
2018-07-08,31.6,1010.6,52
2018-07-09,24.5,1010.1,93
2018-07-10,26.2,1010.0,87
2018-07-11,26.1,1010.9,93
2018-07-12,25.9,1012.0,86
2018-07-13,26.3,1012.1,82
2018-07-14,27.0,1011.6,82
2018-07-15,30.0,1010.2,66
2018-07-16,25.5,1012.3,91
2018-07-17,26.4,1012.4,89
2018-07-18,26.5,1010.0,84
2018-07-19,25.6,1009.8,91
2018-07-20,27.0,1010.6,84
2018-07-21,26.0,1010.0,89
2018-07-22,28.9,1008.1,69
2018-07-23,26.2,1009.9,83
2018-07-24,26.0,1010.5,84
2018-07-25,26.2,1010.6,88
2018-07-26,27.0,1011.0,80
2018-07-27,26.9,1011.6,80
2018-07-28,25.3,1011.2,83
2018-07-29,29.8,1010.8,62
2018-07-30,27.2,1010.7,69
2018-07-31,27.8,1010.6,75
2018-08-01,25.1,1010.0,88
2018-08-02,24.6,1010.7,92
2018-08-03,27.2,1010.2,69
2018-08-04,26.4,1009.9,82
2018-08-05,29.2,1009.8,68
2018-08-06,24.2,1011.2,90
2018-08-07,27.1,1011.6,84
2018-08-08,26.3,1011.3,87
2018-08-09,26.6,1010.9,84
2018-08-10,25.4,1010.7,91
2018-08-11,26.6,1011.7,86
2018-08-12,28.2,1012.3,78
2018-08-13,25.4,1009.7,85
2018-08-14,25.0,1009.2,88
2018-08-15,26.4,1011.0,84
2018-08-16,26.6,1012.1,83
2018-08-17,26.2,1012.2,85
2018-08-18,24.1,1010.6,93
2018-08-19,28.6,1010.1,70
2018-08-20,26.4,1011.4,86
2018-08-21,24.5,1011.8,91
2018-08-22,26.1,1010.4,85
2018-08-23,27.1,1009.3,81
2018-08-24,26.7,1009.7,78
2018-08-25,26.4,1010.2,86
2018-08-26,28.7,1010.0,69
2018-08-27,25.8,1010.1,84
2018-08-28,25.9,1010.6,82
2018-08-29,26.1,1009.2,85
2018-08-30,23.6,1008.7,94
2018-08-31,23.7,1009.5,94
2018-09-01,25.8,1008.4,87
2018-09-02,27.7,1007.6,78
2018-09-03,24.7,1007.9,91
2018-09-04,25.7,1007.7,90
2018-09-05,25.5,1008.6,88
2018-09-06,25.8,1008.3,92
2018-09-07,26.2,1008.4,87
2018-09-08,26.2,1008.1,86
2018-09-09,29.4,1006.6,68
2018-09-10,27.7,1007.0,81
2018-09-11,26.8,1006.8,83
2018-09-12,26.2,1007.7,88
2018-09-13,27.1,1006.8,82
2018-09-14,27.1,1004.0,74
2018-09-15,24.5,1005.4,93
2018-09-16,26.7,1006.4,85
2018-09-17,25.3,1007.6,95
2018-09-18,26.1,1008.5,87
2018-09-19,26.3,1008.4,89
2018-09-20,24.9,1009.8,93
2018-09-21,26.7,1008.2,77
2018-09-22,26.2,1006.4,88
2018-09-23,29.1,1005.8,72
2018-09-24,26.2,1008.9,84
2018-09-25,24.2,1009.4,91
2018-09-26,25.0,1008.0,90
2018-09-27,24.7,1007.3,91
2018-09-28,26.1,1007.9,82
2018-09-29,24.4,1006.7,92
2018-09-30,28.3,1006.3,74
2018-10-01,25.6,1007.5,88
2018-10-02,26.0,1006.8,84
2018-10-03,25.8,1005.5,91
2018-10-04,23.7,1007.6,94
2018-10-05,24.5,1008.5,93
2018-10-06,24.0,1009.0,93
2018-10-07,25.8,1006.7,83
2018-10-08,25.5,1007.3,91
2018-10-09,24.4,1008.7,94
2018-10-10,24.6,1007.6,91
2018-10-11,25.6,1006.8,85
2018-10-12,24.7,1006.3,89
2018-10-13,24.8,1008.4,88
2018-10-14,25.8,1008.6,82
2018-10-15,24.9,1009.4,89
2018-10-16,25.4,1008.4,82
2018-10-17,24.7,1009.2,92
2018-10-18,25.0,1009.4,83
2018-10-19,25.0,1008.3,80
2018-10-20,24.8,1006.2,78
2018-10-21,29.0,1004.6,69
2018-10-22,25.6,1008.2,78
2018-10-23,26.0,1007.3,78
2018-10-24,24.8,1006.0,93
2018-10-25,25.4,1005.4,89
2018-10-26,24.5,1006.6,91
2018-10-27,25.2,1008.1,92
2018-10-28,29.5,1006.7,64
2018-10-29,25.6,1006.7,83
2018-10-30,25.2,1008.1,87
2018-10-31,25.7,1009.3,77
2018-11-01,25.8,1009.4,83
2018-11-02,25.6,1009.6,82
2018-11-03,24.8,1010.0,74
2018-11-04,25.6,1008.7,86
2018-11-05,24.1,1007.8,89
2018-11-06,24.2,1006.6,90
2018-11-07,24.0,1006.9,93
2018-11-08,24.4,1006.5,89
2018-11-09,25.1,1007.3,87
2018-11-10,25.2,1006.9,86
2018-11-11,29.1,1005.7,67
2018-11-12,24.3,1008.7,90
2018-11-13,23.9,1008.7,93
2018-11-14,23.8,1008.6,94
2018-11-15,25.5,1008.8,86
2018-11-16,25.4,1008.3,89
2018-11-17,24.7,1009.3,89
2018-11-18,27.3,1008.5,82
2018-11-19,25.2,1009.5,86
2018-11-20,24.7,1010.3,82
2018-11-21,24.7,1010.2,90
2018-11-22,24.0,1008.9,91
2018-11-23,24.1,1007.0,85
2018-11-24,24.9,1007.3,84
2018-11-25,28.0,1007.5,73
2018-11-26,24.3,1008.8,91
2018-11-27,23.9,1007.4,90
2018-11-28,24.6,1008.0,87
2018-11-29,24.1,1010.2,88
2018-11-30,24.5,1010.8,84
2018-12-01,25.4,1010.8,77
2018-12-02,27.1,1010.0,72
2018-12-03,24.3,1010.6,86
2018-12-04,24.4,1009.5,80
2018-12-05,24.1,1010.7,84
2018-12-06,25.0,1012.7,74
2018-12-07,23.9,1013.8,88
2018-12-08,24.9,1012.7,75
2018-12-09,27.8,1010.8,65
2018-12-10,23.7,1012.8,88
2018-12-11,24.3,1012.5,85
2018-12-12,24.8,1011.3,82
2018-12-13,24.8,1012.2,79
2018-12-14,24.2,1013.4,82
2018-12-15,24.7,1014.0,81
2018-12-16,26.8,1011.4,71
2018-12-17,23.2,1011.4,90
2018-12-18,24.1,1010.7,80
2018-12-19,23.6,1009.7,81
2018-12-20,24.9,1009.8,79
2018-12-21,24.0,1010.3,88
2018-12-22,23.8,1011.0,83
2018-12-23,27.6,1010.2,70
2018-12-24,23.8,1011.0,85
2018-12-25,24.0,1011.1,70
2018-12-26,24.5,1011.9,78
2018-12-27,24.4,1013.2,78
2018-12-28,24.5,1014.2,75
2018-12-29,24.6,1013.5,69
2018-12-30,29.4,1010.5,47
2018-12-31,24.3,1013.0,73
2019-01-01,23.9,1012.8,68
2019-01-02,24.4,1012.1,71
2019-01-03,25.5,1012.1,77
2019-01-04,25.0,1011.9,80
2019-01-05,24.8,1011.9,82
2019-01-06,27.3,1010.3,62
2019-01-07,24.0,1012.1,84
2019-01-08,23.6,1012.1,78
2019-01-09,23.7,1009.7,81
2019-01-10,23.3,1008.7,87
2019-01-11,22.1,1010.9,91
2019-01-12,23.4,1012.8,82
2019-01-13,27.7,1010.6,64
2019-01-14,24.2,1011.2,81
2019-01-15,22.5,1011.5,86
2019-01-16,22.7,1012.0,84
2019-01-17,23.8,1012.2,82
2019-01-18,22.2,1011.1,95
2019-01-19,24.1,1011.0,75
2019-01-20,26.5,1010.7,64
2019-01-21,24.0,1012.1,83
2019-01-22,23.6,1015.0,78
2019-01-23,24.1,1013.5,73
2019-01-24,23.1,1012.6,88
2019-01-25,23.9,1012.3,82
2019-01-26,23.4,1009.9,73
2019-01-27,26.0,1008.7,66
2019-01-28,23.8,1009.3,88
2019-01-29,22.9,1009.9,93
2019-01-30,23.6,1010.0,86
2019-01-31,24.1,1011.5,83
2019-02-01,24.3,1011.6,76
2019-02-02,24.2,1010.0,76
2019-02-03,26.2,1008.8,60
2019-02-04,24.1,1008.7,83
2019-02-05,23.5,1009.2,80
2019-02-06,24.9,1009.2,68
2019-02-07,24.6,1010.0,69
2019-02-08,24.3,1010.8,73
2019-02-09,23.5,1012.0,74
2019-02-10,29.0,1010.7,51
2019-02-11,23.4,1011.7,76
2019-02-12,23.6,1011.6,76
2019-02-13,24.1,1010.4,78
2019-02-14,24.6,1008.7,80
2019-02-15,25.0,1008.6,79
2019-02-16,24.9,1009.3,84
2019-02-17,27.6,1011.0,69
2019-02-18,23.8,1013.5,81
2019-02-19,24.7,1012.4,63
2019-02-20,24.0,1012.3,77
2019-02-21,25.1,1012.2,67
2019-02-22,25.2,1013.4,73
2019-02-23,25.7,1013.3,60
2019-02-24,28.8,1012.2,52
2019-02-25,25.2,1013.5,65
2019-02-26,25.4,1013.6,63
2019-02-27,25.6,1012.3,61
2019-02-28,25.0,1011.8,80
2019-03-01,24.8,1012.6,79
2019-03-02,24.5,1011.4,73
2019-03-03,27.7,1010.0,56
2019-03-04,25.1,1010.7,78
2019-03-05,25.2,1011.1,79
2019-03-06,25.0,1011.4,80
2019-03-07,25.4,1010.8,74
2019-03-08,24.7,1010.0,75
